ensembl_id	gene_symbol	prob_ratio	cell_type_prob	general_prob	minus_cell_type_prob	minus_general
ENSG00000197430	OPALIN	238.41153726047568	0.3936000000000001	0.0016509268155507	0.6063999999999998	0.9983490731844493
ENSG00000204655	MOG	216.12891272032576	0.7154999999999998	0.0033105242190611	0.2845000000000002	0.9966894757809389
ENSG00000148826	NKX6-2	136.46618547814754	0.6307	0.0046216577226817	0.36929999999999996	0.9953783422773183
ENSG00000176381	PRR18	103.4949662134676	0.2979	0.0028784008623719	0.7021	0.9971215991376281
ENSG00000150656	CNDP1	102.26808407721836	0.545	0.005329130832142	0.45499999999999996	0.994670869167858
ENSG00000168314	MOBP	97.3222533044672	0.8005999999999994	0.0082262789117239	0.19940000000000058	0.9917737210882761
ENSG00000204278	TMEM235	97.09381521056127	0.2534	0.0026098469758394	0.7465999999999999	0.9973901530241606
ENSG00000084453	SLCO1A2	92.11791131855372	0.6104999999999999	0.0066273756239307	0.38950000000000007	0.9933726243760693
ENSG00000180929	GPR62	91.87774539300848	0.1144999999999999	0.001246221264031	0.8855000000000001	0.998753778735969
ENSG00000132702	HAPLN2	83.95179816793937	0.6442999999999998	0.0076746420453213	0.35570000000000024	0.9923253579546787
ENSG00000205927	OLIG2	76.81972939402135	0.2029	0.0026412485646661	0.7971	0.9973587514353339
ENSG00000158865	SLC5A11	76.6006691358034	0.2907999999999999	0.0037963114850138	0.7092	0.9962036885149862
ENSG00000136541	ERMN	70.56944141847302	0.5707999999999999	0.0080884868652308	0.42920000000000014	0.9919115131347692
ENSG00000172508	CARNS1	66.19611904874958	0.6535999999999998	0.0098736906240479	0.34640000000000015	0.9901263093759521
ENSG00000165478	HEPACAM	64.73215453542464	0.4537	0.0070088814941531	0.5463	0.9929911185058469
ENSG00000184144	CNTN2	59.51032340146125	0.8495	0.0142748342042977	0.15049999999999997	0.9857251657957024
ENSG00000184221	OLIG1	57.95675794085467	0.4835999999999998	0.0083441520399315	0.5164000000000002	0.9916558479600684
ENSG00000177807	KCNJ10	44.88355721883033	0.3203999999999998	0.0071384716331169	0.6796000000000002	0.9928615283668831
ENSG00000221932	HEPN1	42.44547694789239	0.2220000000000001	0.0052302392613595	0.7779999999999999	0.9947697607386405
ENSG00000165566	AMER2	42.15896837663463	0.8053999999999999	0.0191038830173645	0.1946000000000001	0.9808961169826355
ENSG00000147488	ST18	36.00734776506834	0.6794	0.0188683711011646	0.3206	0.9811316288988354
ENSG00000168481	LGI3	34.140382025081465	0.3445	0.010090689663253	0.6555	0.989909310336747
ENSG00000188385	JAKMIP3	33.949508000598414	0.2128	0.0062681320741452	0.7872	0.9937318679258548
ENSG00000054690	PLEKHH1	33.089626336392016	0.7368999999999997	0.022269819323694	0.26310000000000033	0.977730180676306
ENSG00000198822	GRM3	31.713054836909837	0.2930000000000001	0.0092390973214912	0.7069999999999999	0.9907609026785088
ENSG00000169247	SH3TC2	31.501562519784983	0.2332000000000001	0.0074028073957771	0.7667999999999999	0.9925971926042229
ENSG00000147588	PMP2	28.811697126996396	0.1873	0.0065008319077636	0.8127	0.9934991680922364
ENSG00000105695	MAG	28.631960846508463	0.6769	0.0236414126028167	0.32310000000000005	0.9763585873971833
ENSG00000170775	GPR37	26.712717004687605	0.5315000000000001	0.0198968903053452	0.4684999999999999	0.9801031096946548
ENSG00000155886	SLC24A2	26.394052043850103	0.6053999999999999	0.022936985916153	0.39460000000000006	0.977063014083847
ENSG00000114757	PEX5L	26.221576615399627	0.5061999999999999	0.019304712581726	0.4938000000000001	0.980695287418274
ENSG00000091513	TF	25.79813217001029	0.9375	0.0363398401799732	0.0625	0.9636601598200268
ENSG00000103184	SEC14L5	25.75285664879836	0.2443	0.0094863262484474	0.7557	0.9905136737515526
ENSG00000109956	B3GAT1	25.11429018933837	0.4246	0.0169067091603589	0.5754	0.9830932908396411
ENSG00000198835	GJC2	24.906750996016115	0.1758	0.0070583272795443	0.8242	0.9929416727204557
ENSG00000179292	TMEM151A	24.725245476048656	0.3012999999999999	0.0121859255266795	0.6987000000000001	0.9878140744733205
ENSG00000198914	POU3F3	24.704530157205877	0.2773	0.0112246619642396	0.7227	0.9887753380357605
ENSG00000181409	AATK	24.56133228323681	0.7162	0.0291596559885641	0.28380000000000005	0.9708403440114359
ENSG00000145794	MEGF10	24.416478915125285	0.2885999999999999	0.0118198861106554	0.7114	0.9881801138893446
ENSG00000166682	TMPRSS5	23.343178357225096	0.1285999999999999	0.0055091041173575	0.8714000000000001	0.9944908958826425
ENSG00000010282	HHATL	22.82708874704913	0.3058999999999999	0.013400745201884	0.6941000000000002	0.986599254798116
ENSG00000123560	PLP1	22.654957336742825	0.9923999999999996	0.0438049820729735	0.007600000000000384	0.9561950179270265
ENSG00000185634	SHC4	21.83159737071365	0.2584	0.0118360555854989	0.7416	0.9881639444145011
ENSG00000125820	NKX2-2	21.745446028164327	0.1784	0.0082040165912871	0.8216	0.9917959834087129
ENSG00000186231	KLHL32	20.46949512961693	0.2152	0.0105132050711222	0.7847999999999999	0.9894867949288778
ENSG00000099822	HCN2	20.371388752181208	0.2134	0.0104754762964871	0.7866	0.9895245237035128
ENSG00000184486	POU3F2	20.142125465135265	0.1166999999999999	0.0057938274787335	0.8833000000000001	0.9942061725212665
ENSG00000124920	MYRF	20.1259530584232	0.6597	0.0327785719307289	0.34030000000000005	0.9672214280692711
ENSG00000150510	FAM124A	19.94592376044668	0.283	0.0141883626649168	0.7170000000000001	0.9858116373350831
ENSG00000174607	UGT8	19.736888100321814	0.6152	0.0311700606941156	0.38480000000000003	0.9688299393058843
ENSG00000013297	CLDN11	19.67626023116914	0.6669999999999999	0.0338987181590232	0.3330000000000001	0.9661012818409768
ENSG00000171368	TPPP	19.652475945343717	0.5331999999999999	0.0271314414266631	0.4668000000000001	0.9728685585733369
ENSG00000186417	GLDN	19.644971163417107	0.3144999999999998	0.0160091861364328	0.6855000000000002	0.9839908138635672
ENSG00000154493	C10orf90	19.62149761289833	0.1175	0.0059883298572867	0.8825000000000001	0.9940116701427133
ENSG00000005513	SOX8	19.29434217275345	0.3526	0.0182747873362547	0.6474	0.9817252126637454
ENSG00000108381	ASPA	19.051669222265858	0.3756000000000001	0.0197148079581936	0.6243999999999998	0.9802851920418064
ENSG00000101542	CDH20	19.00930509048511	0.1184	0.0062285285777891	0.8815999999999999	0.9937714714222109
ENSG00000152910	CNTNAP4	18.888213216734066	0.3208999999999997	0.0169894312562978	0.6791000000000003	0.9830105687437022
ENSG00000265763	ZNF488	18.820611501861958	0.1065999999999999	0.0056640029995547	0.8934000000000001	0.9943359970004453
ENSG00000064787	BCAS1	18.680446909036693	0.4401	0.0235593935275232	0.5599000000000001	0.9764406064724768
ENSG00000277494	GPIHBP1	18.66654916866636	0.206	0.0110357837508494	0.794	0.9889642162491507
ENSG00000180071	ANKRD18A	18.66036226952607	0.2762999999999999	0.0148067864926299	0.7237000000000001	0.9851932135073701
ENSG00000183760	ACP7	18.446096943390145	0.0239	0.0012956670494222	0.9761	0.9987043329505778
ENSG00000103089	FA2H	18.391757894860888	0.3659000000000001	0.0198947812434091	0.6340999999999999	0.9801052187565908
ENSG00000180332	KCTD4	18.35142904767236	0.0386999999999999	0.0021088275959036	0.9613	0.9978911724040964
ENSG00000183960	KCNH8	18.31853196238928	0.3172999999999999	0.0173212570009138	0.6827000000000001	0.9826787429990862
ENSG00000277363	SRCIN1	18.28096695226442	0.5320000000000001	0.0291013052749981	0.46799999999999986	0.9708986947250019
ENSG00000081479	LRP2	17.625200623863957	0.3681	0.0208848686523093	0.6319	0.9791151313476907
ENSG00000166923	GREM1	17.54585809394655	0.2667999999999999	0.0152058678789866	0.7332000000000001	0.9847941321210134
ENSG00000169085	VXN	17.385106357409036	0.2034	0.0116996695802966	0.7966	0.9883003304197034
ENSG00000167755	KLK6	16.22924537624361	0.2847999999999999	0.0175485670095844	0.7152000000000001	0.9824514329904156
ENSG00000164161	HHIP	16.21592947532008	0.5135000000000001	0.0316663932697489	0.48649999999999993	0.9683336067302512
ENSG00000104833	TUBB4A	16.11434671655756	0.5046000000000003	0.0313137112459868	0.49539999999999973	0.9686862887540132
ENSG00000123700	KCNJ2	15.870776271733078	0.3921	0.0247057858599113	0.6079	0.9752942141400887
ENSG00000187135	VSTM2B	15.704790609269656	0.1762	0.0112195064795069	0.8238	0.9887804935204931
ENSG00000198756	COLGALT2	15.598220399506602	0.3378	0.0216563166404986	0.6622	0.9783436833595014
ENSG00000196361	ELAVL3	15.512616302553193	0.5130000000000002	0.0330698568181285	0.48699999999999977	0.9669301431818715
ENSG00000170075	GPR37L1	15.291808158082294	0.1157	0.0075661425257187	0.8843	0.9924338574742813
ENSG00000124251	TP53TG5	15.20154582443003	0.1217	0.008005764769292	0.8783	0.991994235230708
ENSG00000157103	SLC6A1	15.002170214204458	0.3119999999999999	0.0207969910716377	0.6880000000000002	0.9792030089283623
ENSG00000185736	ADARB2	14.91099775470115	0.2241	0.0150291753567829	0.7759	0.9849708246432171
ENSG00000149633	KIAA1755	14.893013889588726	0.2077999999999999	0.0139528507487169	0.7922000000000001	0.9860471492512831
ENSG00000089041	P2RX7	14.849537065436282	0.5219	0.0351458767839148	0.47809999999999997	0.9648541232160852
ENSG00000178235	SLITRK1	14.829487250843677	0.0998999999999999	0.0067365781641787	0.9001000000000001	0.9932634218358213
ENSG00000103449	SALL1	14.656778872274655	0.1454	0.0099203243268576	0.8546	0.9900796756731424
ENSG00000196104	SPOCK3	14.58119221984558	0.3769999999999999	0.0258552246150961	0.6230000000000001	0.9741447753849038
ENSG00000139737	SLAIN1	14.54918682993446	0.4518999999999999	0.0310601551332223	0.5481	0.9689398448667776
ENSG00000159784	FAM131B	14.541111140325585	0.1296	0.0089126614018231	0.8704000000000001	0.9910873385981769
ENSG00000151572	ANO4	14.42756025738909	0.1239999999999999	0.0085946617298994	0.8760000000000001	0.9914053382701006
ENSG00000166091	CMTM5	14.403563192058073	0.2651999999999999	0.0184121107023175	0.7348000000000001	0.9815878892976825
ENSG00000158715	SLC45A3	14.179098390671731	0.1724	0.0121587420617251	0.8276	0.9878412579382749
ENSG00000015592	STMN4	13.898247177917346	0.3745000000000001	0.0269458439762847	0.6255	0.9730541560237153
ENSG00000086205	FOLH1	13.783501765676384	0.2368999999999999	0.0171872143978627	0.7631000000000001	0.9828127856021373
ENSG00000136274	NACAD	13.613171432677156	0.222	0.0163077355705012	0.778	0.9836922644294988
ENSG00000163531	NFASC	13.465144691065031	0.7019999999999998	0.0521346050195673	0.29800000000000015	0.9478653949804327
ENSG00000118322	ATP10B	13.461102684290248	0.2166999999999999	0.01609823541818	0.7833000000000001	0.98390176458182
ENSG00000105290	APLP1	13.17892639457549	0.8335000000000001	0.0632449089588263	0.16649999999999987	0.9367550910411737
ENSG00000126861	OMG	13.165825183085325	0.2612	0.0198392426124246	0.7388	0.9801607573875754
ENSG00000187902	SHISA7	12.912036507432216	0.0857	0.0066372179129659	0.9143	0.9933627820870341
ENSG00000164627	KIF6	12.767688238697476	0.1085999999999999	0.0085058467883673	0.8914000000000001	0.9914941532116327
