ensembl_id	gene_symbol	prob_ratio	cell_type_prob	general_prob	minus_cell_type_prob	minus_general
ENSG00000129988	LBP	61.834767036867575	0.2205	0.0035659550535466	0.7795	0.9964340449464534
ENSG00000162892	IL24	39.43773037451012	0.172	0.0043613057436786	0.8280000000000001	0.9956386942563215
ENSG00000156234	CXCL13	38.369592729996455	0.7682999999999999	0.0200236683617275	0.23170000000000013	0.9799763316382725
ENSG00000162624	LHX8	33.527573757455826	0.0988	0.0029468282051882	0.9012	0.9970531717948118
ENSG00000172061	LRRC15	32.82667888967772	0.1951	0.0059433365359828	0.8049	0.9940566634640172
ENSG00000007933	FMO3	26.191970567121427	0.2735999999999999	0.0104459494293815	0.7264000000000002	0.9895540505706185
ENSG00000131668	BARX1	25.97971223491063	0.0932999999999999	0.0035912637967801	0.9067000000000001	0.9964087362032199
ENSG00000181617	FDCSP	21.346025667508485	0.7506999999999997	0.0351681391043516	0.2493000000000003	0.9648318608956484
ENSG00000095713	CRTAC1	20.02709758204885	0.3747999999999998	0.018714643920043	0.6252000000000002	0.981285356079957
ENSG00000164099	PRSS12	19.858462970349724	0.455	0.0229121458533498	0.5449999999999999	0.9770878541466502
ENSG00000104321	TRPA1	19.52759250411447	0.0861999999999999	0.0044142666322967	0.9138000000000001	0.9955857333677033
ENSG00000211448	DIO2	18.562776675358123	0.6423000000000001	0.034601504464181	0.3576999999999999	0.965398495535819
ENSG00000172724	CCL19	18.51415001819507	0.4768999999999997	0.0257586764464649	0.5231000000000003	0.9742413235535351
ENSG00000105664	COMP	17.788577080728686	0.2633999999999999	0.0148072551730601	0.7366000000000001	0.9851927448269399
ENSG00000127083	OMD	17.719979325086758	0.4739999999999999	0.0267494668760105	0.526	0.9732505331239895
ENSG00000110900	TSPAN11	17.012877241329367	0.2198999999999999	0.0129255032456119	0.7801000000000001	0.9870744967543881
ENSG00000101825	MXRA5	16.76946887132696	0.5982000000000001	0.0356719705668689	0.40179999999999993	0.9643280294331311
ENSG00000132000	PODNL1	15.994224026921753	0.2183	0.0136486771494855	0.7817000000000001	0.9863513228505145
ENSG00000122420	PTGFR	15.95217445101303	0.2991000000000001	0.0187497949523117	0.7008999999999999	0.9812502050476883
ENSG00000145423	SFRP2	15.67290611005771	0.7283000000000002	0.0464687272982916	0.27169999999999983	0.9535312727017085
ENSG00000122691	TWIST1	13.963024543847885	0.5258000000000003	0.0376565978487567	0.47419999999999973	0.9623434021512433
