ensembl_id	gene_symbol	prob_ratio	cell_type_prob	general_prob	minus_cell_type_prob	minus_general
ENSG00000164122	ASB5	30.276669082846865	0.1664	0.0054959810653105	0.8336	0.9945040189346895
ENSG00000159251	ACTC1	21.68197467657242	0.8118000000000001	0.0374412391910575	0.18819999999999992	0.9625587608089425
ENSG00000198523	PLN	21.51930102230871	0.6092	0.0283094696880931	0.39080000000000004	0.9716905303119069
ENSG00000130176	CNN1	21.39548970507824	0.9811	0.0458554589553112	0.018900000000000028	0.9541445410446888
ENSG00000118729	CASQ2	21.377881885182404	0.2583	0.0120825814918097	0.7417	0.9879174185081903
ENSG00000163017	ACTG2	20.214184378767577	0.9861999999999992	0.0487875237269467	0.013800000000000812	0.9512124762730533
ENSG00000133392	MYH11	19.26115513785942	0.9931999999999992	0.0515649239566001	0.006800000000000805	0.9484350760433999
ENSG00000108688	CCL7	17.239591309454315	0.0343999999999999	0.0019954069317835	0.9656000000000001	0.9980045930682165
ENSG00000128591	FLNC	16.975294117647085	0.5922000000000001	0.0348859934853419	0.40779999999999994	0.9651140065146581
ENSG00000183036	PCP4	15.308860186662	0.9402	0.0614154148993508	0.059799999999999964	0.9385845851006492
ENSG00000163431	LMOD1	14.835119405820471	0.5672999999999998	0.0382403393246314	0.4327000000000002	0.9617596606753686
ENSG00000025423	HSD17B6	14.169478167132322	0.2187000000000001	0.0154345839289479	0.7812999999999999	0.9845654160710521
ENSG00000164764	SBSPON	14.051661881833486	0.4370000000000001	0.0310995242893632	0.563	0.9689004757106368
ENSG00000170367	CST5	13.96081592432068	0.0166	0.0011890422515407	0.9834	0.9988109577484593
ENSG00000075073	TACR2	12.924459530026294	0.0463999999999999	0.0035900920957044	0.9536000000000001	0.9964099079042956
ENSG00000175084	DES	12.706700184036778	0.9804999999999994	0.0771640147165654	0.019500000000000628	0.9228359852834346
ENSG00000108823	SGCA	12.573785621005484	0.3406999999999998	0.0270960560541794	0.6593000000000002	0.9729039439458206
ENSG00000145936	KCNMB1	12.522875128740075	0.4444999999999999	0.03549504370445	0.5555000000000001	0.96450495629555
ENSG00000149596	JPH2	12.520013487567686	0.1849000000000001	0.0147683546973495	0.8150999999999999	0.9852316453026505
ENSG00000173641	HSPB7	11.64936711515989	0.3644	0.0312806692756543	0.6355999999999999	0.9687193307243457
ENSG00000069011	PITX1	11.563732178497474	0.3597999999999998	0.0311145220631311	0.6402000000000002	0.9688854779368689
ENSG00000121577	POPDC2	11.115948868183846	0.1725	0.0155182433857473	0.8275	0.9844817566142527
ENSG00000154330	PGM5	11.046455891384744	0.3961999999999998	0.0358667072856372	0.6038000000000002	0.9641332927143628
ENSG00000263155	MYZAP	10.88878891073916	0.2128000000000001	0.0195430365805075	0.7871999999999999	0.9804569634194925
ENSG00000106031	HOXA13	10.810410016107932	0.0345999999999999	0.0032006186581678	0.9654000000000001	0.9967993813418322
ENSG00000095303	PTGS1	10.705379573520847	0.4259999999999999	0.0397930775900451	0.5740000000000001	0.9602069224099549
ENSG00000103175	WFDC1	10.28853720564113	0.4379999999999999	0.0425716495207742	0.562	0.9574283504792258
ENSG00000181856	SLC2A4	10.07404625986496	0.1038	0.010303704918801	0.8962	0.989696295081199
ENSG00000164106	SCRG1	10.04119402985076	0.3387999999999999	0.0337410071942445	0.6612000000000001	0.9662589928057554
ENSG00000147166	ITGB1BP2	9.998603811944196	0.0460999999999999	0.0046106437325708	0.9539000000000001	0.9953893562674292
ENSG00000131471	AOC3	9.89900176599122	0.2325	0.0234872167412649	0.7675	0.9765127832587351
ENSG00000188257	PLA2G2A	9.436693581918709	0.4307999999999999	0.0456515829681531	0.5692000000000002	0.9543484170318469
ENSG00000166831	RBPMS2	9.193640117151231	0.3016	0.0328052867152531	0.6984	0.9671947132847469
ENSG00000091482	SMPX	8.913575519156149	0.1199999999999999	0.0134626110186768	0.8800000000000001	0.9865373889813231
ENSG00000124212	PTGIS	8.516989204222622	0.3336999999999999	0.0391805122677102	0.6663000000000001	0.9608194877322898
ENSG00000167281	RBFOX3	8.196346586269733	0.1529	0.0186546528249712	0.8471	0.9813453471750287
ENSG00000108405	P2RX1	7.263995667529357	0.2381	0.0327781032502987	0.7619	0.9672218967497013
ENSG00000196557	CACNA1H	7.171932773109265	0.1246	0.0173732805286714	0.8754	0.9826267194713286
ENSG00000168334	XIRP1	6.929945005176079	0.0250999999999999	0.0036219623649614	0.9749000000000001	0.9963780376350386
ENSG00000118194	TNNT2	6.703507069055807	0.246	0.0366972090080378	0.754	0.9633027909919623
ENSG00000197361	FBXL22	6.681948410535899	0.1293	0.0193506432638904	0.8707	0.9806493567361096
ENSG00000158859	ADAMTS4	6.632396652592254	0.2653999999999998	0.0400157007944132	0.7346000000000001	0.9599842992055868
ENSG00000100739	BDKRB1	6.502552380952411	0.0615999999999999	0.0094732031964004	0.9384000000000001	0.9905267968035996
