ensembl_id	gene_symbol	prob_ratio	cell_type_prob	general_prob	minus_cell_type_prob	minus_general
ENSG00000118113	MMP8	146.24411942882043	0.5544	0.003790921660066	0.4456	0.996209078339934
ENSG00000163464	CXCR1	88.85774314214632	0.2171000000000001	0.002443231082886	0.7828999999999999	0.997556768917114
ENSG00000173535	TNFRSF10C	70.19985044865507	0.264	0.0037606917723149	0.736	0.9962393082276851
ENSG00000162747	FCGR3B	67.94218057149808	0.5271000000000002	0.0077580671619056	0.47289999999999976	0.9922419328380944
ENSG00000204936	CD177	66.05415963257249	0.4988	0.0075513790921659	0.5012	0.9924486209078341
ENSG00000166527	CLEC4D	63.4192233186032	0.4909999999999999	0.0077421320272771	0.5090000000000001	0.9922578679727229
ENSG00000189127	ANKRD34B	62.233641050824176	0.1187999999999999	0.0019089353924026	0.8812000000000001	0.9980910646075974
ENSG00000124469	CEACAM8	50.16079679455279	0.2831	0.005643849741054	0.7169	0.994356150258946
ENSG00000133063	CHIT1	49.95299862615199	0.2896999999999998	0.0057994516438965	0.7103000000000002	0.9942005483561035
ENSG00000126262	FFAR2	47.090195605922666	0.5083000000000002	0.0107941789890562	0.4916999999999998	0.9892058210109438
ENSG00000115155	OTOF	45.4487907843009	0.1544000000000001	0.0033972300986571	0.8455999999999999	0.9966027699013429
ENSG00000180871	CXCR2	44.246588025376994	0.2614999999999999	0.0059100602254352	0.7385000000000002	0.9940899397745648
ENSG00000268500	SIGLEC5	43.49089916666704	0.2445999999999999	0.0056241651629835	0.7554000000000001	0.9943758348370165
ENSG00000258227	CLEC5A	41.34923870264608	0.4800999999999997	0.0116108546387645	0.5199000000000003	0.9883891453612355
ENSG00000171049	FPR2	40.584195237762856	0.5447999999999997	0.0134239448831813	0.45520000000000027	0.9865760551168187
ENSG00000197272	IL27	37.35465265009249	0.1094999999999999	0.00293136175099	0.8905000000000001	0.99706863824901
ENSG00000137757	CASP5	35.61921352349722	0.1627	0.0045677594732031	0.8372999999999999	0.9954322405267969
ENSG00000182885	ADGRG3	34.56632231934601	0.3159999999999998	0.0091418461322146	0.6840000000000002	0.9908581538677854
ENSG00000101916	TLR8	34.329023076543145	0.3255999999999999	0.0094846858669415	0.6744000000000001	0.9905153141330585
ENSG00000170956	CEACAM3	34.1008709991124	0.1889999999999999	0.0055423804279051	0.8110000000000002	0.9944576195720949
ENSG00000257017	HP	31.30835488813988	0.5985000000000005	0.0191163030487661	0.4014999999999995	0.9808836969512339
ENSG00000105352	CEACAM4	30.74877986309456	0.3178999999999998	0.0103386216108545	0.6821000000000002	0.9896613783891455
ENSG00000101425	BPI	30.38515980425903	0.3725	0.0122592740140134	0.6275	0.9877407259859866
ENSG00000183019	MCEMP1	30.23776151476284	0.6462999999999997	0.0213739366812738	0.35370000000000035	0.9786260633187261
ENSG00000189068	VSTM1	29.540878359006577	0.2656	0.0089909310336746	0.7343999999999999	0.9910090689663253
ENSG00000163421	PROK2	28.91812931151101	0.3006	0.0103948632624844	0.6994	0.9896051367375156
ENSG00000164047	CAMP	28.64046316171368	0.4440000000000001	0.015502542591334	0.5559999999999998	0.984497457408666
ENSG00000257335	MGAM	28.54703254125916	0.2728	0.0095561596325544	0.7272000000000001	0.9904438403674456
ENSG00000254415	SIGLEC14	28.31466424065172	0.3901999999999998	0.0137808450308156	0.6098000000000001	0.9862191549691844
ENSG00000181631	P2RY13	28.044988797610227	0.5192000000000002	0.0185131113350361	0.4807999999999998	0.9814868886649639
ENSG00000187116	LILRA5	27.93885202271122	0.5904000000000003	0.0211318632390504	0.40959999999999974	0.9788681367609496
ENSG00000186431	FCAR	26.70485725188212	0.1803999999999999	0.0067553253813886	0.8196000000000001	0.9932446746186114
ENSG00000239839	DEFA3	26.601910583480823	0.2468	0.0092775291167716	0.7532	0.9907224708832284
ENSG00000118520	ARG1	26.34784205128216	0.3009999999999998	0.0114240854873104	0.6990000000000002	0.9885759145126896
ENSG00000115607	IL18RAP	26.173258636064133	0.3163999999999997	0.0120886743374029	0.6836000000000003	0.9879113256625971
ENSG00000164821	DEFA4	26.096186284063226	0.1819999999999999	0.0069741991423147	0.8180000000000001	0.9930258008576853
ENSG00000150337	FCGR1A	25.92242485546456	0.6545999999999998	0.0252522672415812	0.34540000000000015	0.9747477327584188
ENSG00000166523	CLEC4E	25.73480083971763	0.4424	0.0171907295010896	0.5576	0.9828092704989104
ENSG00000174837	ADGRE1	24.68421699385605	0.1544000000000001	0.0062550090220982	0.8455999999999999	0.9937449909779018
ENSG00000240247	DEFA1B	24.48047299423225	0.0546999999999999	0.0022344339512103	0.9453000000000001	0.9977655660487897
ENSG00000139572	GPR84	24.374005357283696	0.2175000000000001	0.0089234410517188	0.7824999999999999	0.9910765589482812
ENSG00000180316	PNPLA1	23.773780487805297	0.0634999999999999	0.0026710097719869	0.9365000000000001	0.9973289902280131
ENSG00000008438	PGLYRP1	23.037053396152498	0.165	0.0071623743350595	0.835	0.9928376256649405
ENSG00000103569	AQP9	22.87020287268588	0.4984999999999998	0.0217969207695732	0.5015000000000003	0.9782030792304268
ENSG00000142405	NLRP12	21.966832806001147	0.1448000000000002	0.0065917559112318	0.8551999999999997	0.9934082440887682
ENSG00000163221	S100A12	21.623070818070843	0.7636000000000002	0.0353141330583741	0.23639999999999983	0.964685866941626
ENSG00000163666	HESX1	21.1717337524774	0.2178	0.0102873011037423	0.7822	0.9897126988962577
ENSG00000159339	PADI4	20.687697088717385	0.4640999999999999	0.0224336231340659	0.5359	0.9775663768659341
ENSG00000103313	MEFV	20.385987690504283	0.1467000000000002	0.0071961193260374	0.8532999999999998	0.9928038806739626
ENSG00000104918	RETN	20.248753501963105	0.9450999999999996	0.0466744780071708	0.05490000000000039	0.9533255219928292
ENSG00000092067	CEBPE	20.09240624144557	0.1376000000000001	0.0068483584467929	0.8623999999999998	0.9931516415532071
ENSG00000107593	PKD2L1	20.00238565806752	0.1071999999999999	0.005359360719893	0.8928	0.994640639280107
ENSG00000186074	CD300LF	19.970111407851103	0.4187999999999997	0.0209713401916902	0.5812000000000004	0.9790286598083098
ENSG00000115590	IL1R2	19.76594011192028	0.5165000000000003	0.0261308087080823	0.4834999999999997	0.9738691912919177
ENSG00000169397	RNASE3	19.29542341871417	0.173	0.0089658566306563	0.827	0.9910341433693437
ENSG00000100985	MMP9	18.82742514970064	0.4524000000000001	0.0240287769784172	0.5475999999999999	0.9759712230215828
ENSG00000186529	CYP4F3	18.69046046295973	0.2455999999999999	0.0131403932228809	0.7544000000000001	0.9868596067771191
ENSG00000110203	FOLR3	18.671162601456487	0.2097000000000001	0.0112312234902631	0.7902999999999999	0.9887687765097369
ENSG00000159496	RGL4	18.640978679351267	0.6455999999999996	0.0346333747334379	0.3544000000000004	0.9653666252665621
ENSG00000101307	SIRPB1	18.43718155361545	0.2895	0.0157019661144048	0.7105	0.9842980338855952
ENSG00000102010	BMX	18.39270379360971	0.1527000000000001	0.0083022051414242	0.8472999999999999	0.9916977948585758
ENSG00000085265	FCN1	18.1346847258418	0.8185999999999997	0.0451400182785367	0.18140000000000034	0.9548599817214634
ENSG00000171860	C3AR1	18.04984984113409	0.5538000000000001	0.0306816956857965	0.44619999999999993	0.9693183043142035
ENSG00000151948	GLT1D1	17.760610632911444	0.2465999999999999	0.0138846577461157	0.7534000000000001	0.9861153422538843
ENSG00000112053	SLC26A8	17.734233766233885	0.1183999999999999	0.0066763527288917	0.8816000000000002	0.9933236472711083
ENSG00000169385	RNASE2	17.437948820172945	0.4919999999999998	0.0282143275607526	0.5080000000000002	0.9717856724392474
ENSG00000134827	TCN1	17.229273978131022	0.2101000000000001	0.012194361774424	0.7898999999999999	0.987805638225576
ENSG00000171051	FPR1	17.063920667114754	0.6722999999999998	0.039398917348206	0.3277000000000002	0.960601082651794
ENSG00000128383	APOBEC3A	16.82390338428466	0.4181	0.0248515454737186	0.5819	0.9751484545262814
ENSG00000134321	RSAD2	16.76416606918199	0.5808000000000001	0.0346453260844093	0.4191999999999999	0.9653546739155907
ENSG00000169896	ITGAM	16.736633397471472	0.6644999999999999	0.0397033252876525	0.33550000000000013	0.9602966747123475
ENSG00000254521	SIGLEC12	16.726840459373676	0.0727	0.0043463079699106	0.9273	0.9956536920300894
ENSG00000124256	ZBP1	16.630862205566153	0.3098999999999999	0.0186340308860402	0.6901000000000002	0.9813659691139598
ENSG00000244482	LILRA6	16.468040288541072	0.1728	0.0104930518126215	0.8271999999999999	0.9895069481873785
ENSG00000154451	GBP5	16.327858347615575	0.5626000000000002	0.0344564478710191	0.4373999999999998	0.9655435521289809
ENSG00000078081	LAMP3	16.3229714718874	0.2624	0.016075504417313	0.7376	0.983924495582687
ENSG00000162551	ALPL	16.267067904547268	0.4262	0.0262001734117591	0.5738	0.9737998265882409
ENSG00000149516	MS4A3	16.10810599938293	0.2569000000000001	0.0159484920207156	0.7430999999999999	0.9840515079792844
ENSG00000157551	KCNJ15	16.03703997618004	0.2902999999999999	0.0181018442574929	0.7097000000000001	0.981898155742507
ENSG00000204577	LILRB3	15.947152876157876	0.4800999999999997	0.030105687437021	0.5199000000000003	0.969894312562979
ENSG00000112299	VNN1	15.86783600746864	0.235	0.0148098329154265	0.765	0.9851901670845735
ENSG00000242550	SERPINB10	15.49896494300737	0.1265	0.0081618353525648	0.8734999999999999	0.9918381646474352
ENSG00000152766	ANKRD22	15.486011768476992	0.3169999999999999	0.0204700864715393	0.683	0.9795299135284607
ENSG00000163823	CCR1	15.391573923278033	0.5271000000000003	0.0342460103578374	0.47289999999999965	0.9657539896421626
ENSG00000197561	ELANE	15.36884320706356	0.2529	0.0164553699060295	0.7471	0.9835446300939705
ENSG00000131042	LILRB2	15.284984356541994	0.5003	0.032731469547489	0.49970000000000003	0.967268530452511
ENSG00000196358	NTNG2	15.060408139459565	0.2722999999999999	0.0180805192979166	0.7277000000000001	0.9819194807020833
ENSG00000188282	RUFY4	14.99480896117869	0.0457999999999999	0.0030543903639303	0.9542	0.9969456096360697
ENSG00000088827	SIGLEC1	14.810456942003546	0.2744999999999999	0.0185342019543973	0.7255	0.9814657980456027
ENSG00000160883	HK3	14.797922532410771	0.2180000000000001	0.0147317976237901	0.7819999999999999	0.9852682023762099
ENSG00000135114	OASL	14.792317890385371	0.5266000000000002	0.0355995594403955	0.4733999999999998	0.9644004405596045
ENSG00000171236	LRG1	14.196803791656668	0.4709999999999998	0.03317648161601	0.5290000000000001	0.9668235183839899
ENSG00000196415	PRTN3	13.94518210695797	0.2253	0.0161561174513157	0.7746999999999999	0.9838438825486843
ENSG00000198785	GRIN3A	13.632161993282931	0.0817999999999999	0.0060005155484732	0.9182000000000001	0.9939994844515267
ENSG00000091106	NLRC4	13.51573599534801	0.1634	0.0120896116982634	0.8366	0.9879103883017366
ENSG00000148346	LCN2	13.502703518171094	0.6543999999999996	0.0484643685702903	0.34560000000000035	0.9515356314297096
ENSG00000124657	OR2B6	13.494313115604454	0.0183	0.0013561268249243	0.9817	0.9986438731750757
ENSG00000115604	IL18R1	13.340107880037417	0.3911999999999997	0.0293251001804419	0.6088000000000002	0.9706748998195581
ENSG00000170837	GPR27	13.243126851669018	0.2514	0.0189834321467906	0.7485999999999999	0.9810165678532095
ENSG00000154099	DNAAF1	13.242312998023886	0.2434000000000001	0.0183804747732757	0.7565999999999999	0.9816195252267244
